PC Adult,section_name,row_name,seat,Last Seat,Timestamp,20-Game Plan,10-Game Plan,Pick Plan,Individual ,total_sold,20-Game Plan $,10-Game Plan $,Pick Plan $,Group $,gross_revenue
J,15,17,7,8,44316,0,0,0,6,6,0,0,0,0,3560
J,15,17,14,15,44316,0,0,0,4,4,0,0,0,0,1680
J,15,19,1,1,44316,0,0,0,2,2,0,0,0,0,765
J,15,19,1,4,44316,0,0,0,4,4,0,0,0,0,4600
J,15,19,2,2,44316,0,0,0,2,2,0,0,0,0,765
J,15,19,3,3,44316,0,0,0,2,2,0,0,0,0,765
J,15,19,4,4,44316,0,0,0,2,2,0,0,0,0,765
J,15,19,13,14,44316,6,0,0,0,6,2055,0,0,0,0
J,16,12,9,10,44316,0,0,0,6,6,0,0,0,0,2056
J,16,14,3,4,44316,0,0,0,6,6,0,0,0,0,2056
J,16,14,15,18,44316,0,0,0,12,12,0,0,0,0,4112
J,16,16,9,10,44316,0,0,0,6,6,0,0,0,0,2056
J,16,17,1,1,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,1,3,44316,0,0,0,0,0,0,0,0,0,0
J,16,17,2,2,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,3,3,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,4,4,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,17,17,44316,0,0,0,1,1,0,0,0,0,415
J,16,17,17,18,44316,0,0,0,4,4,0,0,0,0,1440
J,16,18,7,8,44316,0,0,0,2,2,0,0,0,0,730
J,16,18,13,14,44316,6,0,0,0,6,2055,0,0,0,0
J,17,12,1,1,44316,0,0,0,1,1,0,0,0,0,410
J,17,12,1,2,44316,0,0,0,4,4,0,0,0,0,1520
J,17,12,2,2,44316,0,0,0,1,1,0,0,0,0,410
J,17,12,7,7,44316,0,0,0,1,1,0,0,0,0,395
J,17,12,7,8,44316,0,0,0,2,2,0,0,0,0,630
J,17,12,8,8,44316,0,0,0,1,1,0,0,0,0,395
J,17,14,5,6,44316,0,0,0,2,2,0,0,0,0,763
J,17,14,10,10,44316,0,0,0,2,2,0,0,0,0,510
J,17,14,10,11,44316,0,0,0,2,2,0,0,0,0,790
J,17,14,11,11,44316,0,0,0,2,2,0,0,0,0,510
J,17,16,1,4,44316,0,0,0,12,12,0,0,0,0,4680
J,17,17,7,8,44316,0,0,0,2,2,0,0,0,0,685
J,17,17,14,14,44316,0,0,0,2,2,0,0,0,0,510
J,17,17,14,15,44316,0,0,0,2,2,0,0,0,0,790
J,17,17,15,15,44316,0,0,0,2,2,0,0,0,0,510
J,17,19,9,9,44316,0,0,0,2,2,0,0,0,0,510
J,17,19,9,10,44316,0,0,0,2,2,0,0,0,0,790
J,17,19,10,10,44316,0,0,0,2,2,0,0,0,0,510
J,17,19,16,16,44316,0,0,0,1,1,0,0,0,0,295
J,17,19,17,17,44316,0,0,0,1,1,0,0,0,0,295
J,17,20,1,2,44316,0,0,0,4,4,0,0,0,0,2920
J,17,20,1,4,44316,0,0,0,4,4,0,0,0,0,1420
J,17,20,3,3,44316,0,0,0,1,1,0,0,0,0,1050
J,17,20,3,4,44316,0,0,0,2,2,0,0,0,0,820
J,17,20,4,4,44316,0,0,0,1,1,0,0,0,0,1050
J,31,15,3,4,44316,0,0,0,6,6,0,0,0,0,1810
J,31,15,8,8,44316,0,0,0,2,2,0,0,0,0,510
J,31,15,8,11,44316,0,0,0,4,4,0,0,0,0,1580
J,31,15,9,9,44316,0,0,0,2,2,0,0,0,0,510
J,31,15,10,10,44316,0,0,0,2,2,0,0,0,0,510
J,31,15,11,11,44316,0,0,0,2,2,0,0,0,0,510
J,31,15,18,18,44316,0,0,0,2,2,0,0,0,0,510
J,31,15,18,19,44316,0,0,0,2,2,0,0,0,0,1190
J,31,15,19,19,44316,0,0,0,2,2,0,0,0,0,510
J,31,17,1,2,44316,0,0,0,2,2,0,0,0,0,610
J,31,17,15,15,44316,0,0,0,2,2,0,0,0,0,510
J,31,17,15,16,44316,0,0,0,2,2,0,0,0,0,790
J,31,17,16,16,44316,0,0,0,2,2,0,0,0,0,510
J,31,18,7,7,44316,0,0,0,2,2,0,0,0,0,510
J,31,18,7,8,44316,0,0,0,2,2,0,0,0,0,1190
J,31,18,8,8,44316,0,0,0,2,2,0,0,0,0,510
J,31,18,13,14,44316,0,0,0,2,2,0,0,0,0,590
J,31,18,27,27,44316,0,0,0,1,1,0,0,0,0,265
J,31,18,27,28,44316,0,0,0,4,4,0,0,0,0,1680
J,31,18,28,28,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,2,2,44316,0,0,0,2,2,0,0,0,0,510
J,31,20,2,3,44316,0,0,0,2,2,0,0,0,0,790
J,31,20,3,3,44316,0,0,0,2,2,0,0,0,0,510
J,31,20,7,8,44316,0,0,0,2,2,0,0,0,0,590
J,31,20,13,13,44316,0,0,0,1,1,0,0,0,0,265
J,31,20,13,14,44316,0,0,0,4,4,0,0,0,0,1280
J,31,20,14,14,44316,0,0,0,1,1,0,0,0,0,265
J,31WC,19W,1,4,44316,0,0,0,4,4,0,0,0,0,1720
Grand Total,,,,,,688,6,28,805,1527,1555827,5347,48215,0,449406
